ctk_id,name,slug,type,status,source_path,related_to,tags,notes
CTK-SNG-20260709-exotic-brown-pi,Exotic Brown Pi,exotic-brown-pi,song,draft,assets/music/exotic-brown-pi.mp3,,gritty;underground,
